OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
246,Mardan,PK21702,NA,NA,NA,Mardan,PK217,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
247,Martung,PK22004,NA,NA,NA,Shangla,PK220,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
248,Mashkai,PK70103,NA,NA,NA,Awaran,PK701,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
249,Mashkhel,PK72902,NA,NA,NA,Washuk,PK729,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
250,Mastuj,PK20602,NA,NA,NA,Chitral,PK206,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
251,Mastung,PK72002,NA,NA,NA,Mastung,PK720,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
252,Matiari,PK81102,NA,NA,NA,Matiari,PK811,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
253,Matli,PK80102,NA,NA,NA,Badin,PK801,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
254,Matta Khararai,PK22208,NA,NA,NA,Swat,PK222,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
255,Matta Sebujni,PK22209,NA,NA,NA,Swat,PK222,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
256,Mawand,PK71703,NA,NA,NA,Kohlu,PK717,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
257,Mehar,PK80204,NA,NA,NA,Dadu,PK802,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
258,Mian Channu,PK61504,NA,NA,NA,Khanewal,PK615,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
259,Mianwali,PK62102,NA,NA,NA,Mianwali,PK621,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
260,Minchinabad,PK60205,NA,NA,NA,Bahawalnagar,PK602,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
261,Mir Ali,PK23605,NA,NA,NA,North Waziristan,PK236,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
262,Miran Shah,PK23606,NA,NA,NA,North Waziristan,PK236,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
